Code,Name,LegalName,Addreess,Telephone
31580085,"ПСП ""СУПЕР ЕЛІТ""","ПРИВАТНЕ СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""СУПЕР ЕЛІТ""","68702, Одеська обл., Болградський район, місто Болград, ВУЛ.25 ЧАПАЄВСЬКОЇ ДИВІЗІЇ, будинок 33, квартира 47",
30662690,"ТОВ ""ТРК ""ІДЕАЛ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ІДЕАЛ+""","65029, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ МЕЧНИКОВА, будинок 2/1,  № 14",+380333170
34599607,"ТОВ ""ТРК ""ТВ ДОМ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ТВ ДОМ""","65113, Одеська обл., місто Одеса, Київський район, ПРОСПЕКТ АКАДЕМІКА ГЛУШКА, будинок 11-Е, квартира 2",
20946311,"ТОВ ""НОРМА-ТВ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""НЕЗАЛЕЖНА ТЕЛЕКОМПАНІЯ НОРМА-ТВ""","65123, Одеська обл., місто Одеса, Суворовський район, ВУЛИЦЯ ГЕНЕРАЛА БОЧАРОВА, будинок 71",+380487110716
38226170,"ТОВ ""УКРАЇНСЬКА АКАДЕМІЯ ІНДУСТРІЇ МОДИ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""УКРАЇНСЬКА АКАДЕМІЯ ІНДУСТРІЇ МОДИ""","65031, Одеська обл., місто Одеса, Малиновський район, ВУЛИЦЯ ПАРКОВА, будинок 77, квартира 34",+380635656717
25045854,"ТОВ ""ЦЕНТР-ТВ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЦЕНТР-ТВ""","65009, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ МАРШАЛА ГОВОРОВА, будинок 18",+3807195121
34598011,"ТОВ ""ТРК ""100 ВІДСОТКІВ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""100 ВІДСОТКІВ""","65012, Одеська обл., місто Одеса, Приморський район,  ВУЛ. РІШЕЛЬЄВСЬКА, будинок 68,  ЛІТЕРА ""Г""",
31693363,"ПП ""СВІТОГЛЯД""","ПРИВАТНЕ ПІДПРИЄМСТВО ""СВІТОГЛЯД""","68303, Одеська обл., Кілійський район, місто Кілія, ВУЛИЦЯ ГАГАРІНА, будинок 55",
24542639,"ТОВ ""ТЕЛЕРАДІОКОМПАНІЯ ""АНДСЕР""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""АНДСЕР""","65009, Одеська обл., місто Одеса, Приморський район, ГАГАРІНСЬКЕ ПЛАТО, будинок 5-Б,  20-Й ПОВЕРХ",+499994
13886784,,"РЕДАКЦІЯ БІЛГОРОД-ДНІСТРОВСЬКОГО МІСЬКРАЙОННОГО ТЕЛЕРАДІОМОВЛЕННЯ ""НОВИНИ ПРИДНІСТРОВ'Я""","67700, Одеська обл., місто Білгород-Дністровський, ВУЛИЦЯ ДЗЕРЖИНСЬКОГО, будинок 30",
35406690,"ТОВ ""ВІЗИТ ПЛЮС""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ВІЗИТ ПЛЮС""","68600, Одеська обл., місто Ізмаїл, ПРОСПЕКТ ЛЕНІНА, будинок 16, корпус А",
31068509,"ТОВ ""ТРК ""МОЯ ОДЕСА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""МОЯ ОДЕСА""","65014, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ КАНАТНА, будинок 10",+3807283548
35820219,"ТОВ ""ТРК АККЕРМАН""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТРК АККЕРМАН""","67700, Одеська обл., місто Білгород-Дністровський, ВУЛИЦЯ КУТУЗОВА, будинок 35, квартира 7",+380677841108
31965829,"ТОВ ""РЕНОМЕ ІНЕТ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РЕНОМЕ ІНЕТ""","65009, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ МАРШАЛА ГОВОРОВА, будинок 18,  КАБІНЕТ 18",
32625399,"ПП ""ТЕЛЕРАДІОКОМПАНІЯ ""РЕАЛ-АТВ""","ПРИВАТНЕ ПІДПРИЄМСТВО ""ТЕЛЕРАДІОКОМПАНІЯ ""РЕАЛ-АТВ""","68702, Одеська обл., Болградський район, місто Болград, ВУЛ.ІНЗОВСЬКА, будинок 5",
32290408,"ТОВ ""ШАНС ПЛЮС""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ШАНС ПЛЮС""","65029, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ КНЯЗІВСЬКА, будинок 15, квартира 13",+3807289195
22485498,"НВП ""ТЕНЕТ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ НАУКОВО-ВИРОБНИЧЕ ПІДПРИЄМСТВО ""ТЕНЕТ""","65012, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ ВЕЛИКА АРНАУТСЬКА, будинок 2-А",+3807305333
37209809,"ТОВ ""КЕТНЕТ ТЕЛЕКОМ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КЕТНЕТ ТЕЛЕКОМ""","65490, Одеська обл., місто Теплодар, ВУЛИЦЯ ПОЛЬОВА, будинок 1",0
23860567,"ТОВ ""РІАК-ІНФОРМ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РІАК-ІНФОРМ""","65009, Одеська обл., місто Одеса, Приморський район, ФРАНЦУЗЬКИЙ БУЛЬВАР, будинок 66/2",+380249512
30030888,"ТОВ ТРК ""БРІЗ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ТЕЛЕРАДІОКОМПАНІЯ ""БРІЗ""","67562, Одеська обл., Лиманський район, село Крижанівка, ВУЛИЦЯ ГАГАРІНА, будинок 20А",+380487972828
31116777,"ТОВ ""ТРК ""52 КАНАЛ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""52 КАНАЛ""","65039, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ АРТИЛЕРІЙСЬКА, будинок 1",+3807287999
33569681,"ТОВ ""ВІЗУАЛЬНІ КОМУНІКАЦІЇ УКРАЇНИ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВІЗУАЛЬНІ КОМУНІКАЦІЇ УКРАЇНИ""","65026, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ ГРЕЦЬКА, будинок 44",+3807177447
30006079,"ТОВ ""САНА ПЛЮС""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""САНА ПЛЮС""","65076, Одеська обл., місто Одеса, Малиновський район, ВУЛИЦЯ МАРШАЛА БАБАДЖАНЯНА, будинок 27",+3807597595
30940431,"ТОВ ""ТЕЛЕКОМПАНІЯ ""РЕГІОН""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕКОМПАНІЯ ""РЕГІОН""","65044, Одеська обл., місто Одеса, Приморський район,  ПРОСПЕКТ ШЕВЧЕНКА, будинок 3",+3807461222
35357653,"ТОВ ""ТРК МІСЬКИЙ ТЕЛЕКАНАЛ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТРК МІСЬКИЙ ТЕЛЕКАНАЛ""","65023, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ ПАСТЕРА, будинок 60",+
35358531,"ТОВ ""ТРК ""НОВА ХВИЛЯ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""НОВА ХВИЛЯ""","65039, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ СЕРЕДНЬОФОНТАНСЬКА, будинок 19-А, офіс 320",
37607568,"ТОВ ""ВІНТАЖ ФМ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВІНТАЖ ФМ""","65012, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ КАТЕРИНИНСЬКА, будинок 78",+380482429002
21032955,"ТОВ ТРК ""НОВА ОДЕСА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ТЕЛЕРАДІОКОМПАНІЯ ""НОВА ОДЕСА""","65009, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ ФОНТАНСЬКА ДОРОГА, будинок 11",+380639601
34269357,"ПП ""ТЕЛЕРАДІОКОМПАНІЯ "" СВЕВА - ТВ""","ПРИВАТНЕ ПІДПРИЄМСТВО "" ТЕЛЕРАДІОКОМПАНІЯ "" СВЕВА - ТВ""","66800, Одеська обл., Ширяївський район, селище міського типу Ширяєве, ВУЛИЦЯ КОРОБЧЕНКО, будинок 5",
21037467,"ТРК ""ОДЕСА-ПЛЮС""","ТЕЛЕРАДІОКОМПАНІЯ ""ОДЕСА-ПЛЮС"" У ВИГЛЯДІ ТОВАРИСТВА З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","65039, Одеська обл., місто Одеса, Приморський район, ПРОСПЕКТ ГАГАРІНА, будинок 16/3, квартира 3,13",+380487148562
34994559,"ТОВ ""ПТК""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПІВДЕННА ТЕЛЕКОМУНІКАЦІЙНА КОМПАНІЯ""","65016, Одеська обл., місто Одеса, Київський район, ПРОВУЛОК ВАННИЙ, будинок 20",+380487054999
33509313,"ТОВ ""ТЕЛЕРАДІОКОМПАНІЯ ""ОНТ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ОНТ""","65012, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ РІШЕЛЬЄВСЬКА, будинок 68, корпус Г ОФІС",+380300824
32574727,"ТОВ ""ТРК""ЛАВАНДА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТРК""ЛАВАНДА""","65012, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ КАНАТНА, будинок 85",+380674802748
21015307,ТОВ ТРК ІТ-3,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ТЕЛЕРАДІОКОМПАНІЯ ""ІТ - 3""","68001, Одеська обл., місто Чорноморськ, ВУЛИЦЯ  ПРАЦІ, будинок 6",+38091270
01291011,ОЦЕВ,ОБЛАСНИЙ ЦЕНТР ЕСТЕТИЧНОГО ВИХОВАННЯ,"68609, Одеська обл., місто Ізмаїл, ВУЛИЦЯ КОМЕРЦІЙНА, будинок 34",
31977043,"ТОВ""ПРАЙМ - ТАЙМ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ПРАЙМ - ТАЙМ""","65107, Одеська обл., місто Одеса, Приморський район, ВУЛ. КАНАТНА, будинок №83, кімната 810",+3807433301
43364272,"ТОВ ""ТЕЛЕКОМ БОНУС""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕКОМ БОНУС""","65104, Одеська обл., місто Одеса, Київський район, ВУЛИЦЯ АКАДЕМІКА КОРОЛЬОВА, будинок 92А,  КАБІНЕТ 116",
34108219,"ТОВ ""І А ""МЕДІА-ІНФОРМ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ІНФОРМАЦІЙНЕ АГЕНТСТВО ""МЕДІА-ІНФОРМ""","65009, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ КЛЕНОВА, будинок 2 А, офіс 24 Н",+380362477
30454272,"ТОВ ""ТЕЛЕРАДІОКОМПАНІЯ ""РАДІО-САННА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""РАДІО-САННА""","65063, Одеська обл., місто Одеса, Приморський район, ФОНТАНСЬКА ДОРОГА, будинок 3",
31765102,"ТОВ ""ТРК ""АКАДЕМІЯ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТРК ""АКАДЕМІЯ""","65098, Одеська обл., місто Одеса, Малиновський район, ВУЛИЦЯ СТОВПОВА, будинок 28",+380487982059
32790433,"ТОВ ""ТЕЛЕРАДІОКОМПАНІЯ ""ГРАД""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ГРАД""","68000, Одеська обл., місто Чорноморськ, ВУЛИЦЯ 1 ТРАВНЯ, будинок 3",+3807287999
37680260,"ТОВ ""ОММ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ОБ'ЄДНАНІ МЕДІА МЕРЕЖІ""","65020, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ ТИРАСПОЛЬСЬКА, будинок 27/29, офіс 309",
34397134,"ПП ""РИЧ""","ПРИВАТНЕ ПІДПРИЄМСТВО ""РИЧ""","68643, Одеська обл., Ізмаїльський район, село Кам'янка,  ВУЛ. СУВОРОВА, будинок 1, корпус Б",
31250060,"ТРККМ ПП ""САНДІ""","ТЕЛЕРАДІОКОМПАНІЯ КАБЕЛЬНОГО МОВЛЕННЯ ПРИВАТНЕ ПІДПРИЄМСТВО ""ВИРОБНИЧО-КОМЕРЦІЙНА ФІРМА ""САНДІ""","65490, Одеська обл., місто Теплодар, ВУЛИЦЯ ПОЛЬОВА, будинок 1",
39579721,"ТОВ ""МН""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МІСЦЕВІ НОВИНИ""","65481, Одеська обл., місто Южне, ВУЛИЦЯ ПРИМОРСЬКА, будинок 11",
25043080,"ПП ""РАЙОННЕ ТЕЛЕБАЧЕННЯ""","ПРИВАТНЕ ПІДПРИЄМСТВО ""РАЙОННЕ ТЕЛЕБАЧЕННЯ""","67500, Одеська обл., Лиманський район, селище міського типу Доброслав, ВУЛИЦЯ САДОВА, будинок 31",
20999247,"КОМПАНІЯ ""РАДІО-ОДЕСА""","РАДІОМОВНА КОМПАНІЯ ""РАДІО-ОДЕСА"" У ВИГЛЯДІ ТОВАРИСТВА З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНОСТЮ","65004, Одеська обл., місто Одеса, Приморський район, ДУМСЬКА ПЛОЩА, будинок 1",+346866
34697910,"ПП ""В.И.В.""","ПРИВАТНЕ ПІДПРИЄМСТВО ""В.И.В.""","68643, Одеська обл., Ізмаїльський район, село Кам'янка,  ВУЛ. СУВОРОВА, будинок 19",
32199854,"ТОВ ТРК ""ТАКТ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ТАКТ""""","68643, Одеська обл., Ізмаїльський район, село Кам'янка, ВУЛИЦЯ СУВОРОВА, будинок 1Б",+38080679303761
32429447,"ТОВ ""КЛЬОН""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КЛЬОН""","68001, Одеська обл., місто Іллічівськ, ВУЛИЦЯ ДАНЧЕНКА, будинок 3-Б,17 ПОВЕРХ",+38060418
22493859,"ТОВ ""ТРК ""АРЦИЗЬКИЙ ТЕЛЕЦЕНТР""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""АРЦИЗЬКИЙ ТЕЛЕЦЕНТР""","68400, Одеська обл., Арцизький район, місто Арциз, ВУЛИЦЯ КАЛМИКОВА, будинок 39",+38033355
33659151,"ТОВ ТРК ""КЛУБ-ТВ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ КЛУБ-ТВ""","65063, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ ПАСТЕРА, будинок 60",+
20949031,"ТОВ ""РАДІ.О""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РАДІ.О""","65023, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ ФОНТАНСЬКА ДОРОГА, будинок 3",+3807289128
31336650,"ПП ""ТЕЛЕВІЗІЙНИЙ КАБЕЛЬНИЙ ЦЕНТР""","ПРИВАТНЕ ПІДПРИЄМСТВО ""ТЕЛЕВІЗІЙНИЙ КАБЕЛЬНИЙ ЦЕНТР""","66300, Одеська обл., місто Подільськ, ВУЛИЦЯ АРМІЙСЬКА, будинок 592, квартира 15",
42040585,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МОЯ ОДЕСА""","65009, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ ЗООПАРКОВА, будинок 25",+380487099970
23864424,"ТОВ ТРК ""ГАРМОНІЯ МІРА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ТРК ""ГАРМОНІЯ МІРА""","65107, Одеська обл., місто Одеса, Приморський район, ВУЛ. КАНАТНА, будинок 83, кімната 520",+380482886880
32319496,"ТОВ ""ЛУЧ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЛУЧ""","68355, Одеська обл., Кілійський район, місто Вилкове, ВУЛ.ТАТАРБУНАРСЬКОГО ПОВСТАННЯ, будинок 142",+38080484331020
38058345,"ТОВ ""ТЕЛЕКОНЕКТ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕКОНЕКТ""","65009, Одеська обл., місто Одеса, Приморський район, ФОНТАНСЬКА ДОРОГА, будинок 33",+380503161733
31116761,"ТОВ ""ТРК ""АРТ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""АРТ""","65009, Одеська обл., місто Одеса, Приморський район, ФРАНЦУЗЬКИЙ БУЛЬВАР, будинок 66/2",+3807287999
30258100,"ТОВ ""ТЕЛЕКОМПАНІЯ ""АРС""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕКОМПАНІЯ ""АРС""","65104, Одеська обл., місто Одеса, Київський район, ПРОСПЕКТ АКАДЕМІКА ГЛУШКА, будинок 13",
25049898,"ТОВ ""ТРК ""КРУГ"" ","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""КРУГ""","67801, Одеська обл., Овідіопольський район, селище міського типу Овідіополь, ВУЛИЦЯ ДЗЕРЖИНСЬКОГО, будинок 1",+380358005
24528757,"СТУДІЯ ""МИГ""","КОМУНАЛЬНЕ ПІДПРИЄМСТВО ЮЖНЕНСЬКА МІСЬКА СТУДІЯ ТЕЛЕБАЧЕННЯ ""МИГ""","65481, Одеська обл., місто Южне, ВУЛИЦЯ Т.Г.ШЕВЧЕНКА, будинок 1/5",
30662994,"МПБП ""ТРК ВЕЛСАТ""","МАЛЕ ПРИВАТНЕ БАГАТОПРОФІЛЬНЕ ПІДПРИЄМСТВО ""ТЕЛЕРАДІОКОМПАНІЯ ВЕЛСАТ""","68600, Одеська обл., місто Ізмаїл, ПРОСПЕКТ ЛЕНІНА, будинок 48, квартира 1",
35406472,"ТОВ ""ІНФОМІР""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ІНФОМІР""","65121, Одеська обл., місто Одеса, Київський район, ПРОСПЕКТ НЕБЕСНОЇ СОТНІ, будинок 4/Д",+38080503907558
40179523,"ПП ""ОРИОН ТВ""","ПРИВАТНЕ ПІДПРИЄМСТВО ""ОРИОН ТВ""","67570, Одеська обл., Лиманський район, селище міського типу Чорноморське, ВУЛИЦЯ ГВАРДІЙСЬКА,  43",
41562460,"ПП ""ТРК ""ТІС-ТВ""","ПРИВАТНЕ ПІДПРИЄМСТВО ""ТЕЛЕРАДІОКОМПАНІЯ ""ТІС-ТВ""","67543, Одеська обл., Лиманський район, село Визирка, ВУЛИЦЯ ОЛЕКСІЯ СТАВНІЦЕРА, будинок 60, корпус 2, приміщення № 26",
34688983,"ПП ""КТВ ""АІДА""","ПРИВАТНЕ ПІДПРИЄМСТВО ""КТВ АІДА""","67571, Одеська обл., Лиманський район, село Фонтанка, ВУЛИЦЯ ЧОРНОМОРСЬКА, будинок 3",
32497281,"ДП ""ВІЛЬНА ХВИЛЯ""","ДОЧІРНЄ ПІДПРИЄМСТВО ""ТЕЛЕРАДІОКОМПАНІЯ ""ВІЛЬНА ХВИЛЯ""","67500, Одеська обл., Лиманський район, селище міського типу Доброслав, ВУЛИЦЯ ВЕТЕРИНАРНА, будинок 13",
39672801,"ТОВ ""ТРК ""ПІВДЕННА ХВИЛЯ-ТВ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ПІВДЕННА ХВИЛЯ-ТВ""","65009, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ МАРШАЛА ГОВОРОВА, будинок 18, офіс 16",+380487345100
35640650,"ТОВ ""ТРК ""ТЕЛЕКАНАЛ ""СІМЕЙНИЙ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОМОВНА КОМПАНІЯ ""ТЕЛЕКАНАЛ ""СІМЕЙНИЙ""","65023, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ ПАСТЕРА, будинок 60",+346866
24527077,"РЕДАКЦІЯ РТРМ ""КІЛІЯ-КОНТАКТ""","РЕДАКЦІЯ РАЙОННОГО ТЕЛЕРАДІОМОВЛЕННЯ ""КІЛІЯ-КОНТАКТ""","68303, Одеська обл., Кілійський район, місто Кілія, ВУЛИЦЯ МИРУ, будинок 62, 1 ПОВЕРХ",
36170797,"ТОВ ""НЬЮС""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""НЬЮС""","67600, Одеська обл., місто Біляївка, ВУЛ.ЛЕНІНА, будинок 136",+38080949468295
32575280,"ТОВ ""ТРК ""ЗДОРОВ'Я""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ЗДОРОВ'Я""","65098, Одеська обл., місто Одеса, Малиновський район, ВУЛИЦЯ СТОВБОВА, будинок 28/3",+3807289799
40948856,"ТОВ ""РАДІО МАЯК""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РАДІО МАЯК""","65009, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ ФОНТАНСЬКА ДОРОГА, будинок 33",
22464415,"ТОВ ""ТЕЛЕРАДІООБ'ЄДНАННЯ ""РАДІО-ФІЛ Л.Т.Д.""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІООБ'ЄДНАННЯ ""РАДІО-ФІЛ Л.Т.Д.""","65045, Одеська обл., місто Одеса, Приморський район, ВУЛ. ТРОЇЦЬКА, будинок 50",+3807775177
41340328,"ТОВ ""ЛИМАН-ТВ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЛИМАН-ТВ""","67543, Одеська обл., Лиманський район, село Визирка, ВУЛИЦЯ ОЛЕКСІЯ СТАВНІЦЕРА, будинок 60, корпус 2, приміщення 27",
22476921,"ТРК ""РЕНОМЕ"" ТОВ","ТЕЛЕРАДІОКОМПАНІЯ ""РЕНОМЕ"" У ВИДІ ТОВАРИСТВА З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","65091, Одеська обл., місто Одеса, Малиновський район,  ВУЛ.СКІСНА, , будинок 78",+380340829
25049906,"ПП""РАДІО-1""","ПРИВАТНЕ ПІДПРИЄМСТВО ""РАДІО-1""","65078, Одеська обл., місто Одеса, Малиновський район, ВУЛ. ВАЛЕНТИНИ  ТЕРЕШКОВОЇ , будинок 15",
22463953,"ТК ""ЧОРНЕ МОРЕ"" ТОВ","ТЕЛЕКОМПАНІЯ ""ЧОРНЕ МОРЕ"" У ВИГЛЯДІ ТОВАРИСТВА З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","65101, Одеська обл., місто Одеса, Київський район, ВУЛ.25 ЧАПАЄВСЬКОЇ ДІВІЗІЇ, будинок 3/3",+380365558
31969577,"ТОВ ""ТЕЛЕРАДІОКОМПАНІЯ"" ПРИМОР'Я""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ"" ПРИМОР'Я""","66101, Одеська обл., місто Балта, ВУЛИЦЯ ЛЮБОМИРСЬКА , будинок 185",+3806624077
31772668,"ЧП ""ТРК АТВ ПЛЮС""","ПРИВАТНЕ ПІДПРИЄМСТВО ""ТЕЛЕРАДІОКОМПАНІЯ АТВ ПЛЮС""","67700, Одеська обл., місто Білгород-Дністровський, ВУЛИЦЯ ПРИМОРСЬКА,  29-А",
22448563,"ПРАТ ""ІНФОРМАЦІЙНЕ АГЕНТСТВО ""РЕПОРТЕР""","ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ІНФОРМАЦІЙНЕ АГЕНТСТВО ""РЕПОРТЕР""","65009, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ ЗООПАРКОВА, будинок 25",+380668967797
32625210,"ТОВ ""МОНОЛІТ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МОНОЛІТ""","68742, Одеська обл., Болградський район, село Криничне, ВУЛИЦЯ БЕССАРАБСЬКА, будинок 31",+38031396
